symbol,date,open,high,low,close,volume,daily_price_change,price_range,price_direction,year,month,daily_return_pct,volatility,trend
WYNN,13-01-2014,206.1,209.74,203.36,203.47,1619351,-2.63,6.38,Bearish,2014,Jan,-1.276079573,6.38,Bearish
WYN,13-01-2014,72.63,73.05,71.32,71.48,677795,-1.15,1.73,Bearish,2014,Jan,-1.583367754,1.73,Bearish
WY,13-01-2014,30.91,31.04,30.48,30.58,2062719,-0.33,0.56,Bearish,2014,Jan,-1.067615658,0.56,Bearish
XEC,13-01-2014,95.37,97.19,92.38,92.73,1098262,-2.64,4.81,Bearish,2014,Jan,-2.76816609,4.81,Bearish
XEL,13-01-2014,28.23,28.31,27.97,28.04,2738788,-0.19,0.34,Bearish,2014,Jan,-0.673042862,0.34,Bearish
XLNX,13-01-2014,45.52,45.88,45.05,45.18,1762669,-0.34,0.83,Bearish,2014,Jan,-0.746924429,0.83,Bearish
XL,13-01-2014,30.3,30.41,29.83,29.86,2169089,-0.44,0.58,Bearish,2014,Jan,-1.452145215,0.58,Bearish
XOM,13-01-2014,99.91,100.1,98.27,98.55,12112226,-1.36,1.83,Bearish,2014,Jan,-1.361225103,1.83,Bearish
XRAY,13-01-2014,48.95,49,48.23,48.31,729715,-0.64,0.77,Bearish,2014,Jan,-1.307456588,0.77,Bearish
XRX,13-01-2014,47.96,49.16,47.84,48.84,6081791,0.88,1.32,Bullish,2014,Jan,1.834862385,1.32,Bullish
XYL,13-01-2014,34.89,35.295,34.83,35.02,1856699,0.13,0.465,Bullish,2014,Jan,0.372599599,0.465,Bullish
YUM,13-01-2014,75.01,75.12,73.32,73.41,3492762,-1.6,1.8,Bearish,2014,Jan,-2.133048927,1.8,Bearish
ZBH,13-01-2014,96.61,97.115,95.4,95.65,1013820,-0.96,1.715,Bearish,2014,Jan,-0.993685954,1.715,Bearish
ZION,13-01-2014,29.9,30.03,29.525,29.65,1582925,-0.25,0.505,Bearish,2014,Jan,-0.836120401,0.505,Bearish
ZTS,13-01-2014,32.39,32.42,31.69,31.78,4042797,-0.61,0.73,Bearish,2014,Jan,-1.883297314,0.73,Bearish
AAL,14-01-2014,28.75,29.04,28.71,28.87,10601529,0.12,0.33,Bullish,2014,Jan,0.417391304,0.33,Bullish
AAPL,14-01-2014,76.8885,78.1042,76.8085,78.0556,83734371,1.1671,1.2957,Bullish,2014,Jan,1.517912302,1.2957,Bullish
AAP,14-01-2014,115.4,117.99,113.82,117.6,819539,2.2,4.17,Bullish,2014,Jan,1.906412478,4.17,Bullish
ABBV,14-01-2014,49.94,50.88,49.63,50.6,6610849,0.66,1.25,Bullish,2014,Jan,1.321585903,1.25,Bullish
ABC,14-01-2014,70.66,70.96,69.61,70.54,2427311,-0.12,1.35,Bearish,2014,Jan,-0.169827342,1.35,Bearish
ABT,14-01-2014,39.3,39.585,39.07,39.57,6570306,0.27,0.515,Bullish,2014,Jan,0.687022901,0.515,Bullish
ACN,14-01-2014,80.78,82.25,80.71,81.95,3288647,1.17,1.54,Bullish,2014,Jan,1.448378311,1.54,Bullish
ADBE,14-01-2014,58.68,60.53,58.63,60.37,4180051,1.69,1.9,Bullish,2014,Jan,2.880027267,1.9,Bullish
ADI,14-01-2014,48.93,50.02,48.89,49.71,2879927,0.78,1.13,Bullish,2014,Jan,1.59411404,1.13,Bullish
ADM,14-01-2014,41.73,42.39,41.57,42.33,7294001,0.6,0.82,Bullish,2014,Jan,1.437814522,0.82,Bullish
ADP,14-01-2014,79.31,80.03,78.94,79.95,1607089,0.64,1.09,Bullish,2014,Jan,0.80696003,1.09,Bullish
ADSK,14-01-2014,51.65,52.74,51.29,52.64,2876407,0.99,1.45,Bullish,2014,Jan,1.916747338,1.45,Bullish
ADS,14-01-2014,252.36,255.83,250.17,255.82,469624,3.46,5.66,Bullish,2014,Jan,1.37105722,5.66,Bullish
AEE,14-01-2014,36.25,36.49,36.16,36.31,1419986,0.06,0.33,Bullish,2014,Jan,0.165517241,0.33,Bullish
AEP,14-01-2014,46.7,46.82,46.38,46.51,2191954,-0.19,0.44,Bearish,2014,Jan,-0.406852248,0.44,Bearish
AES,14-01-2014,14.27,14.45,14.18,14.44,4268264,0.17,0.27,Bullish,2014,Jan,1.191310441,0.27,Bullish
AET,14-01-2014,70.86,71.6,70.47,71.48,2237082,0.62,1.13,Bullish,2014,Jan,0.874964719,1.13,Bullish
AFL,14-01-2014,64.39,64.81,64.22,64.7,1777827,0.31,0.59,Bullish,2014,Jan,0.481441218,0.59,Bullish
AGN,14-01-2014,182.5,186.98,182.35,186,1763214,3.5,4.63,Bullish,2014,Jan,1.917808219,4.63,Bullish
AIG,14-01-2014,51.66,51.96,51.33,51.76,5627333,0.1,0.63,Bullish,2014,Jan,0.193573364,0.63,Bullish
AIV,14-01-2014,26.38,26.86,26.38,26.69,1657734,0.31,0.48,Bullish,2014,Jan,1.175132676,0.48,Bullish
AIZ,14-01-2014,66.81,67.41,66.69,67.31,362274,0.5,0.72,Bullish,2014,Jan,0.748390959,0.72,Bullish
AJG,14-01-2014,47.81,48.36,47.66,48.34,724706,0.53,0.7,Bullish,2014,Jan,1.108554696,0.7,Bullish
AKAM,14-01-2014,46.27,47.52,46.22,47.44,1538628,1.17,1.3,Bullish,2014,Jan,2.528636265,1.3,Bullish
ALB,14-01-2014,65.82,66.62,65.5,66.61,535699,0.79,1.12,Bullish,2014,Jan,1.200243087,1.12,Bullish
ALGN,14-01-2014,58.67,60.42,57.03,60.4,996179,1.73,3.39,Bullish,2014,Jan,2.948696097,3.39,Bullish
ALK,14-01-2014,38.89,39.74,38.74,39.69,1403368,0.8,1,Bullish,2014,Jan,2.057084083,1,Bullish
ALLE,14-01-2014,47.16,47.894,46.91,47.8,2338221,0.64,0.984,Bullish,2014,Jan,1.357082273,0.984,Bullish
ALL,14-01-2014,53.59,54.04,53.46,53.99,2132794,0.4,0.58,Bullish,2014,Jan,0.746407912,0.58,Bullish
ALXN,14-01-2014,131.35,137.76,130.91,137.66,1467607,6.31,6.85,Bullish,2014,Jan,4.803958888,6.85,Bullish
AMAT,14-01-2014,17.34,17.74,17.3,17.63,12187626,0.29,0.44,Bullish,2014,Jan,1.672433679,0.44,Bullish
AMD,14-01-2014,4.14,4.3,4.13,4.3,42473444,0.16,0.17,Bullish,2014,Jan,3.8647343,0.17,Bullish
AME,14-01-2014,51.74,52.25,51.4,52.24,780673,0.5,0.85,Bullish,2014,Jan,0.966370313,0.85,Bullish
AMGN,14-01-2014,116.84,117.94,116.22,117.72,2541192,0.88,1.72,Bullish,2014,Jan,0.753166724,1.72,Bullish
AMG,14-01-2014,210.24,211.86,208.725,211.41,474284,1.17,3.135,Bullish,2014,Jan,0.556506849,3.135,Bullish
AMP,14-01-2014,113.62,114.29,113.12,114.21,1392448,0.59,1.17,Bullish,2014,Jan,0.519274776,1.17,Bullish
AMT,14-01-2014,82.52,82.77,82.18,82.66,1957152,0.14,0.59,Bullish,2014,Jan,0.169655841,0.59,Bullish
AMZN,14-01-2014,392.13,398.63,391.29,397.54,2340401,5.41,7.34,Bullish,2014,Jan,1.379644506,7.34,Bullish
ANDV,14-01-2014,55.21,55.49,54.07,54.51,3828591,-0.7,1.42,Bearish,2014,Jan,-1.267886252,1.42,Bearish
ANSS,14-01-2014,84.01,85.2,83.6,84.7,392778,0.69,1.6,Bullish,2014,Jan,0.821330794,1.6,Bullish
ANTM,14-01-2014,90.93,91.87,90.36,91.35,2048425,0.42,1.51,Bullish,2014,Jan,0.461893764,1.51,Bullish
AON,14-01-2014,81.37,82.975,81.035,82.91,1259561,1.54,1.94,Bullish,2014,Jan,1.892589406,1.94,Bullish
AOS,14-01-2014,25.91,26.325,25.855,26.255,1339798,0.345,0.47,Bullish,2014,Jan,1.331532227,0.47,Bullish
APA,14-01-2014,84.5,85.82,84.5,85.69,3453656,1.19,1.32,Bullish,2014,Jan,1.408284024,1.32,Bullish
APC,14-01-2014,78.4,80.99,78.4,80.84,7783784,2.44,2.59,Bullish,2014,Jan,3.112244898,2.59,Bullish
APD,14-01-2014,108.91,110.31,108.17,110.17,804316,1.26,2.14,Bullish,2014,Jan,1.156918557,2.14,Bullish
APH,14-01-2014,44.855,46.21,44.855,46.205,1730220,1.35,1.355,Bullish,2014,Jan,3.009697916,1.355,Bullish
ARE,14-01-2014,64.68,65.3,64.67,65.04,399315,0.36,0.63,Bullish,2014,Jan,0.556586271,0.63,Bullish
ARNC,14-01-2014,30.48,31.095,30.48,30.96,6087999,0.48,0.615,Bullish,2014,Jan,1.57480315,0.615,Bullish
ATVI,14-01-2014,17.78,17.78,17.1475,17.49,10833673,-0.29,0.6325,Bearish,2014,Jan,-1.631046119,0.6325,Bearish
AVB,14-01-2014,121.19,122.07,120.87,121.73,642164,0.54,1.2,Bullish,2014,Jan,0.445581319,1.2,Bullish
AVGO,14-01-2014,53.32,55.84,52.74,55.27,3485514,1.95,3.1,Bullish,2014,Jan,3.657164291,3.1,Bullish
AVY,14-01-2014,50.39,51.27,50.38,51.27,809229,0.88,0.89,Bullish,2014,Jan,1.74637825,0.89,Bullish
AWK,14-01-2014,41.65,41.91,41.34,41.51,450089,-0.14,0.57,Bearish,2014,Jan,-0.336134454,0.57,Bearish
AXP,14-01-2014,87.08,87.45,86.07,87.12,4778234,0.04,1.38,Bullish,2014,Jan,0.045934773,1.38,Bullish
AYI,14-01-2014,130.12,130.79,128.385,130.09,626014,-0.03,2.405,Bearish,2014,Jan,-0.023055641,2.405,Bearish
AZO,14-01-2014,498.24,498.24,487.3,495.78,350842,-2.46,10.94,Bearish,2014,Jan,-0.493737958,10.94,Bearish
A,14-01-2014,59.16,59.95,59.02,59.88,2562236,0.72,0.93,Bullish,2014,Jan,1.21703854,0.93,Bullish
BAC,14-01-2014,16.54,16.77,16.53,16.77,98517898,0.23,0.24,Bullish,2014,Jan,1.390568319,0.24,Bullish
BAX,14-01-2014,70.14,70.33,69.38,69.66,4011908,-0.48,0.95,Bearish,2014,Jan,-0.684345595,0.95,Bearish
BA,14-01-2014,140.85,141.7,137.801,140.01,8443317,-0.84,3.899,Bearish,2014,Jan,-0.596379127,3.899,Bearish
BBT,14-01-2014,38.63,38.63,38.19,38.44,5714460,-0.19,0.44,Bearish,2014,Jan,-0.491845716,0.44,Bearish
BBY,14-01-2014,36.94,37.23,35.67,37.05,12156589,0.11,1.56,Bullish,2014,Jan,0.297780184,1.56,Bullish
BDX,14-01-2014,111.64,111.71,110.62,111.7,817660,0.06,1.09,Bullish,2014,Jan,0.053744178,1.09,Bullish
BEN,14-01-2014,57.12,58.1,57.06,58,2258718,0.88,1.04,Bullish,2014,Jan,1.540616246,1.04,Bullish
BF.B,14-01-2014,39.205,39.31,38.915,39.095,1517436,-0.11,0.395,Bearish,2014,Jan,-0.280576457,0.395,Bearish
BIIB,14-01-2014,284.7,300.67,280.31,297.47,1652665,12.77,20.36,Bullish,2014,Jan,4.485423253,20.36,Bullish
BK,14-01-2014,33.65,33.86,33.5,33.82,5369710,0.17,0.36,Bullish,2014,Jan,0.505200594,0.36,Bullish
BLK,14-01-2014,308,311.21,306.37,310.52,608350,2.52,4.84,Bullish,2014,Jan,0.818181818,4.84,Bullish
BLL,14-01-2014,25.39,25.615,25.39,25.605,1494844,0.215,0.225,Bullish,2014,Jan,0.846790075,0.225,Bullish
BMY,14-01-2014,55.49,55.98,54.83,55.68,10012169,0.19,1.15,Bullish,2014,Jan,0.342404037,1.15,Bullish
BRK.B,14-01-2014,114.15,114.96,113.6,114.96,3766400,0.81,1.36,Bullish,2014,Jan,0.709592641,1.36,Bullish
BSX,14-01-2014,12.91,13.2,12.91,13.18,8036162,0.27,0.29,Bullish,2014,Jan,2.091402014,0.29,Bullish
BWA,14-01-2014,55.94,56.83,55.775,56.78,1217360,0.84,1.055,Bullish,2014,Jan,1.501608867,1.055,Bullish
BXP,14-01-2014,104.05,104.99,103.6,104.56,970353,0.51,1.39,Bullish,2014,Jan,0.490148967,1.39,Bullish
CAG,14-01-2014,33.58,33.91,33.58,33.88,2255346,0.3,0.33,Bullish,2014,Jan,0.893388922,0.33,Bullish
CAH,14-01-2014,68.01,68.3,67.6,68.2,1985427,0.19,0.7,Bullish,2014,Jan,0.279370681,0.7,Bullish
CAT,14-01-2014,89.86,90.71,89.86,90.56,3712534,0.7,0.85,Bullish,2014,Jan,0.778989539,0.85,Bullish
CA,14-01-2014,33.6,34.06,33.379,34.01,2612918,0.41,0.681,Bullish,2014,Jan,1.220238095,0.681,Bullish
CBG,14-01-2014,26.27,26.58,26.27,26.44,1483385,0.17,0.31,Bullish,2014,Jan,0.647125999,0.31,Bullish
CBOE,14-01-2014,48.49,50.12,48.45,49.74,924988,1.25,1.67,Bullish,2014,Jan,2.577851103,1.67,Bullish
CBS,14-01-2014,61.55,61.55,60.3,60.65,5845454,-0.9,1.25,Bearish,2014,Jan,-1.462225833,1.25,Bearish
CB,14-01-2014,96.87,98.05,96.73,97.7,1878323,0.83,1.32,Bullish,2014,Jan,0.856818416,1.32,Bullish
CCI,14-01-2014,71.86,73.24,71.76,72.91,2609787,1.05,1.48,Bullish,2014,Jan,1.461174506,1.48,Bullish
CCL,14-01-2014,41.49,41.68,41.185,41.52,3386977,0.03,0.495,Bullish,2014,Jan,0.07230658,0.495,Bullish
CDNS,14-01-2014,14.27,14.515,14.27,14.46,1553340,0.19,0.245,Bullish,2014,Jan,1.331464611,0.245,Bullish
CELG,14-01-2014,82.67,83.815,81.35,83.52,7791060,0.85,2.465,Bullish,2014,Jan,1.028184347,2.465,Bullish
CERN,14-01-2014,54.06,55.497,53.87,55.07,2135778,1.01,1.627,Bullish,2014,Jan,1.868294488,1.627,Bullish
CF,14-01-2014,48.79,49.81,48.71,49.132,5386280,0.342,1.1,Bullish,2014,Jan,0.700963312,1.1,Bullish
CHD,14-01-2014,32.755,32.97,32.555,32.97,1102296,0.215,0.415,Bullish,2014,Jan,0.656388338,0.415,Bullish
CHK,14-01-2014,25.28,25.7,25.26,25.63,6989012,0.35,0.44,Bullish,2014,Jan,1.384493671,0.44,Bullish
CHRW,14-01-2014,57.67,57.99,57.03,57.74,1013348,0.07,0.96,Bullish,2014,Jan,0.121380267,0.96,Bullish
CHTR,14-01-2014,134.84,137.63,134.13,137.34,1763494,2.5,3.5,Bullish,2014,Jan,1.854049244,3.5,Bullish
CINF,14-01-2014,50.54,50.89,50.46,50.8,342383,0.26,0.43,Bullish,2014,Jan,0.514444005,0.43,Bullish
CI,14-01-2014,88.73,89.8399,88.56,89.49,867146,0.76,1.2799,Bullish,2014,Jan,0.856531049,1.2799,Bullish
CLX,14-01-2014,89.52,89.71,88.6,89.67,1188529,0.15,1.11,Bullish,2014,Jan,0.167560322,1.11,Bullish
CL,14-01-2014,64.7,64.99,64.56,64.85,2480045,0.15,0.43,Bullish,2014,Jan,0.231839258,0.43,Bullish
CMA,14-01-2014,47.33,47.53,47.02,47.21,1053678,-0.12,0.51,Bearish,2014,Jan,-0.253538982,0.51,Bearish
CMCSA,14-01-2014,26.265,26.4225,25.99,26.405,17588898,0.14,0.4325,Bullish,2014,Jan,0.533028745,0.4325,Bullish
CME,14-01-2014,74.57,75.45,74.19,75.29,1706029,0.72,1.26,Bullish,2014,Jan,0.965535738,1.26,Bullish
CMG,14-01-2014,531.98,533.47,526.42,530.28,373165,-1.7,7.05,Bearish,2014,Jan,-0.319560886,7.05,Bearish
CMI,14-01-2014,137,137.49,136.37,137.13,1095771,0.13,1.12,Bullish,2014,Jan,0.094890511,1.12,Bullish
CMS,14-01-2014,26.76,26.87,26.62,26.67,1930057,-0.09,0.25,Bearish,2014,Jan,-0.33632287,0.25,Bearish
CNC,14-01-2014,30.285,30.63,30.005,30.58,934166,0.295,0.625,Bullish,2014,Jan,0.974079577,0.625,Bullish
CNP,14-01-2014,23.04,23.28,23,23.23,3566023,0.19,0.28,Bullish,2014,Jan,0.824652778,0.28,Bullish
COF,14-01-2014,77.28,77.72,76.82,77.36,2530871,0.08,0.9,Bullish,2014,Jan,0.103519669,0.9,Bullish
COG,14-01-2014,36.55,37.39,36.55,37.36,6762486,0.81,0.84,Bullish,2014,Jan,2.216142271,0.84,Bullish
COL,14-01-2014,75.52,76.11,74.87,76.11,931387,0.59,1.24,Bullish,2014,Jan,0.78125,1.24,Bullish
COO,14-01-2014,124.39,126.94,124.39,126.38,367709,1.99,2.55,Bullish,2014,Jan,1.599807058,2.55,Bullish
COP,14-01-2014,67.83,68.38,67.66,68.32,4788297,0.49,0.72,Bullish,2014,Jan,0.722394221,0.72,Bullish
COST,14-01-2014,115.2,116.83,115.12,116.23,2320831,1.03,1.71,Bullish,2014,Jan,0.894097222,1.71,Bullish
COTY,14-01-2014,15.1,15.23,15,15.14,353904,0.04,0.23,Bullish,2014,Jan,0.264900662,0.23,Bullish
CPB,14-01-2014,42.39,42.83,42.25,42.63,1777360,0.24,0.58,Bullish,2014,Jan,0.566171267,0.58,Bullish
CRM,14-01-2014,56.21,57.68,55.65,57.51,4965226,1.3,2.03,Bullish,2014,Jan,2.312755737,2.03,Bullish
CSCO,14-01-2014,22.33,22.52,22.2,22.41,44303004,0.08,0.32,Bullish,2014,Jan,0.358262427,0.32,Bullish
CSX,14-01-2014,28.62,28.98,28.41,28.88,8011682,0.26,0.57,Bullish,2014,Jan,0.908455625,0.57,Bullish
CTAS,14-01-2014,58.54,59.06,58.21,58.99,435739,0.45,0.85,Bullish,2014,Jan,0.768705159,0.85,Bullish
CTL,14-01-2014,30.95,31,30.53,30.69,5584896,-0.26,0.47,Bearish,2014,Jan,-0.84006462,0.47,Bearish
CTSH,14-01-2014,49.38,50.525,49.27,50.165,3911288,0.785,1.255,Bullish,2014,Jan,1.589712434,1.255,Bullish
CTXS,14-01-2014,58.97,60.1,58.76,60.06,3312437,1.09,1.34,Bullish,2014,Jan,1.84839749,1.34,Bullish
CVS,14-01-2014,68.62,68.8399,68.14,68.49,5840502,-0.13,0.6999,Bearish,2014,Jan,-0.18944914,0.6999,Bearish
CVX,14-01-2014,119.4,119.75,118.8,119.57,6904684,0.17,0.95,Bullish,2014,Jan,0.142378559,0.95,Bullish
CXO,14-01-2014,96.51,99.91,96.51,99.26,1178672,2.75,3.4,Bullish,2014,Jan,2.849445653,3.4,Bullish
C,14-01-2014,54.13,54.4,53.63,53.95,17790818,-0.18,0.77,Bearish,2014,Jan,-0.332532791,0.77,Bearish
DAL,14-01-2014,31.08,32.07,31.02,32.01,14282492,0.93,1.05,Bullish,2014,Jan,2.992277992,1.05,Bullish
DE,14-01-2014,89.88,90.56,89.31,89.7,3467801,-0.18,1.25,Bearish,2014,Jan,-0.200267023,1.25,Bearish
DFS,14-01-2014,53.94,54.81,53.46,54.78,2600620,0.84,1.35,Bullish,2014,Jan,1.557285873,1.35,Bullish
DGX,14-01-2014,53.89,54.13,53.67,53.93,1971839,0.04,0.46,Bullish,2014,Jan,0.074225274,0.46,Bullish
DG,14-01-2014,60.96,61.71,60.39,61.59,2709996,0.63,1.32,Bullish,2014,Jan,1.033464567,1.32,Bullish
DHI,14-01-2014,21.56,21.73,21.32,21.59,4574580,0.03,0.41,Bullish,2014,Jan,0.139146568,0.41,Bullish
DHR,14-01-2014,77.61,78.3,76.895,78.26,4642101,0.65,1.405,Bullish,2014,Jan,0.837520938,1.405,Bullish
DISCA,14-01-2014,81.44,82.99,81.41,82.64,1562045,1.2,1.58,Bullish,2014,Jan,1.473477407,1.58,Bullish
DISCK,14-01-2014,75.21,76.21,75.13,75.72,348377,0.51,1.08,Bullish,2014,Jan,0.678101316,1.08,Bullish
DISH,14-01-2014,56.28,56.75,55.57,56.11,2049336,-0.17,1.18,Bearish,2014,Jan,-0.302061123,1.18,Bearish
DIS,14-01-2014,73.71,74.58,73.29,74.45,6010335,0.74,1.29,Bullish,2014,Jan,1.003934337,1.29,Bullish
DLR,14-01-2014,50.65,51.31,50.37,51.2,1641824,0.55,0.94,Bullish,2014,Jan,1.085883514,0.94,Bullish
DLTR,14-01-2014,55.29,55.55,54.662,55.27,2110821,-0.02,0.888,Bearish,2014,Jan,-0.036172906,0.888,Bearish
DOV,14-01-2014,93.59,95.43,93.28,95.42,1156831,1.83,2.15,Bullish,2014,Jan,1.955337109,2.15,Bullish
DPS,14-01-2014,47.64,48.25,47.5,48.04,1220919,0.4,0.75,Bullish,2014,Jan,0.839630563,0.75,Bullish
DRE,14-01-2014,14.97,15.17,14.94,15.01,1349679,0.04,0.23,Bullish,2014,Jan,0.267201069,0.23,Bullish
DRI,14-01-2014,50.94,51.32,50.74,51.16,914289,0.22,0.58,Bullish,2014,Jan,0.431880644,0.58,Bullish
DTE,14-01-2014,66.16,66.45,65.83,66.17,579887,0.01,0.62,Bullish,2014,Jan,0.015114873,0.62,Bullish
DUK,14-01-2014,67.82,68,67.53,67.57,3291288,-0.25,0.47,Bearish,2014,Jan,-0.368622825,0.47,Bearish
DVA,14-01-2014,65.11,65.2,64.52,64.97,607749,-0.14,0.68,Bearish,2014,Jan,-0.215020734,0.68,Bearish
DVN,14-01-2014,59.15,60.1,59.12,59.78,2414382,0.63,0.98,Bullish,2014,Jan,1.065088757,0.98,Bullish
D,14-01-2014,67.2,67.43,66.82,67.11,1750644,-0.09,0.61,Bearish,2014,Jan,-0.133928571,0.61,Bearish
EA,14-01-2014,22.6,22.6,21.58,22.46,9022588,-0.14,1.02,Bearish,2014,Jan,-0.619469027,1.02,Bearish
EBAY,14-01-2014,52.65,53.09,52.34,52.96,12843239,0.31,0.75,Bullish,2014,Jan,0.588793922,0.75,Bullish
ECL,14-01-2014,103.31,104.37,102.62,104.33,1146602,1.02,1.75,Bullish,2014,Jan,0.987319717,1.75,Bullish
ED,14-01-2014,53.88,54.11,53.71,53.78,1352886,-0.1,0.4,Bearish,2014,Jan,-0.185597624,0.4,Bearish
EFX,14-01-2014,67.66,68.19,66.97,68.14,439644,0.48,1.22,Bullish,2014,Jan,0.7094295,1.22,Bullish
EIX,14-01-2014,45.77,46.33,45.64,46.27,2785656,0.5,0.69,Bullish,2014,Jan,1.092418615,0.69,Bullish
EL,14-01-2014,73.99,74.05,73.05,73.74,1570553,-0.25,1,Bearish,2014,Jan,-0.337883498,1,Bearish
EMN,14-01-2014,78.32,79.53,78.32,79.29,1080773,0.97,1.21,Bullish,2014,Jan,1.238508682,1.21,Bullish
EMR,14-01-2014,68.36,69.23,68.11,69.21,2780776,0.85,1.12,Bullish,2014,Jan,1.243417203,1.12,Bullish
EOG,14-01-2014,82.03,84.365,81.815,84.3,3221976,2.27,2.55,Bullish,2014,Jan,2.767280263,2.55,Bullish
EQIX,14-01-2014,175.41,179.28,175.11,178.74,710190,3.33,4.17,Bullish,2014,Jan,1.898409441,4.17,Bullish
EQR,14-01-2014,53.33,53.81,53.25,53.49,1816210,0.16,0.56,Bullish,2014,Jan,0.300018751,0.56,Bullish
EQT,14-01-2014,84.82,86.46,84.82,86.45,1139554,1.63,1.64,Bullish,2014,Jan,1.921716576,1.64,Bullish
ESRX,14-01-2014,72.82,73.3,72.172,73.01,3495914,0.19,1.128,Bullish,2014,Jan,0.26091733,1.128,Bullish
ESS,14-01-2014,152,152.65,150.9525,152.58,394118,0.58,1.6975,Bullish,2014,Jan,0.381578947,1.6975,Bullish
ES,14-01-2014,42.33,42.52,42.2,42.29,1686700,-0.04,0.32,Bearish,2014,Jan,-0.09449563,0.32,Bearish
ETFC,14-01-2014,20.66,20.98,20.51,20.95,2462037,0.29,0.47,Bullish,2014,Jan,1.403678606,0.47,Bullish
ETN,14-01-2014,74.17,75.7,73.89,75.7,3925242,1.53,1.81,Bullish,2014,Jan,2.062828637,1.81,Bullish
ETR,14-01-2014,60.89,61.36,60.83,61.14,2068894,0.25,0.53,Bullish,2014,Jan,0.410576449,0.53,Bullish
EW,14-01-2014,34.555,35.375,34.5,35.3,2620452,0.745,0.875,Bullish,2014,Jan,2.155983215,0.875,Bullish
EXC,14-01-2014,26.99,27.24,26.85,26.89,5425446,-0.1,0.39,Bearish,2014,Jan,-0.370507595,0.39,Bearish
EXPD,14-01-2014,43.4,43.98,43.03,43.79,1919209,0.39,0.95,Bullish,2014,Jan,0.898617512,0.95,Bullish
EXPE,14-01-2014,68.18,69.65,68.05,69.33,1866359,1.15,1.6,Bullish,2014,Jan,1.686711646,1.6,Bullish
EXR,14-01-2014,43.4,43.99,43.32,43.97,627363,0.57,0.67,Bullish,2014,Jan,1.313364055,0.67,Bullish
FAST,14-01-2014,48.35,48.41,47.16,48.21,2591440,-0.14,1.25,Bearish,2014,Jan,-0.289555326,1.25,Bearish
FBHS,14-01-2014,46.36,47.66,46.28,47.65,1239535,1.29,1.38,Bullish,2014,Jan,2.782571182,1.38,Bullish
FB,14-01-2014,56.46,57.78,56.1,57.74,37590987,1.28,1.68,Bullish,2014,Jan,2.267091746,1.68,Bullish
FCX,14-01-2014,35.45,36.175,35.18,36.12,12083867,0.67,0.995,Bullish,2014,Jan,1.889985896,0.995,Bullish
FDX,14-01-2014,140.95,142.83,139.73,142.7,2344475,1.75,3.1,Bullish,2014,Jan,1.241575027,3.1,Bullish
FE,14-01-2014,32.05,32.13,31.71,31.86,2445422,-0.19,0.42,Bearish,2014,Jan,-0.592823713,0.42,Bearish
FFIV,14-01-2014,92.22,94.98,91.9927,94.52,2215039,2.3,2.9873,Bullish,2014,Jan,2.494036001,2.9873,Bullish
FISV,14-01-2014,57.6,58.1599,57.271,57.98,1074240,0.38,0.8889,Bullish,2014,Jan,0.659722222,0.8889,Bullish
FIS,14-01-2014,52.23,52.87,52.04,52.44,2001103,0.21,0.83,Bullish,2014,Jan,0.402067777,0.83,Bullish
FITB,14-01-2014,21.31,21.525,21.21,21.36,7441279,0.05,0.315,Bullish,2014,Jan,0.234631628,0.315,Bullish
FLIR,14-01-2014,32.65,32.69,32.39,32.52,1483043,-0.13,0.3,Bearish,2014,Jan,-0.398162328,0.3,Bearish
FLR,14-01-2014,79.01,79.81,78.35,79.48,1989848,0.47,1.46,Bullish,2014,Jan,0.59486141,1.46,Bullish
FLS,14-01-2014,76.61,77.2,75.91,77.17,1567386,0.56,1.29,Bullish,2014,Jan,0.730975069,1.29,Bullish
FL,14-01-2014,40.63,41.145,40.425,40.86,1341412,0.23,0.72,Bullish,2014,Jan,0.566084174,0.72,Bullish
FMC,14-01-2014,72.88,74.1,72.88,74.08,780301,1.2,1.22,Bullish,2014,Jan,1.646542261,1.22,Bullish
FOXA,14-01-2014,32.35,32.41,31.76,32.3,30085475,-0.05,0.65,Bearish,2014,Jan,-0.154559505,0.65,Bearish
FOX,14-01-2014,31.88,31.935,31.4,31.83,4435425,-0.05,0.535,Bearish,2014,Jan,-0.156838143,0.535,Bearish
FRT,14-01-2014,104.33,105.39,103.9,105.16,668665,0.83,1.49,Bullish,2014,Jan,0.795552574,1.49,Bullish
FTI,14-01-2014,51.07,51.91,51.03,51.91,1427595,0.84,0.88,Bullish,2014,Jan,1.644801253,0.88,Bullish
F,14-01-2014,16.31,16.43,16.17,16.4,44158912,0.09,0.26,Bullish,2014,Jan,0.551808706,0.26,Bullish
GD,14-01-2014,95.44,95.96,95,95.96,1659867,0.52,0.96,Bullish,2014,Jan,0.544844929,0.96,Bullish
GE,14-01-2014,26.84,27,26.74,26.97,24954330,0.13,0.26,Bullish,2014,Jan,0.484351714,0.26,Bullish
GGP,14-01-2014,20.37,20.63,20.37,20.5,8584033,0.13,0.26,Bullish,2014,Jan,0.638193422,0.26,Bullish
GILD,14-01-2014,73.55,75.167,72.82,74.99,11268344,1.44,2.347,Bullish,2014,Jan,1.957851801,2.347,Bullish
GIS,14-01-2014,48.27,49.02,48.25,48.8,4311769,0.53,0.77,Bullish,2014,Jan,1.09799047,0.77,Bullish
